Title,Year,Acronym
Guest Editor's Introduction: 10th Working Conference on Reverse Engineering,2005,TSE
Guest Editors' Introduction to the Special Issue on the International Conference on Software Maintenance and Evolution,2006,TSE
Guest Editors' Introduction to the Special Issue on Quantitative Evaluation of Computer Systems,2009,TSE
In Memoriam - David Notkin (1953-2013),2013,TSE
Guest Editors' Introduction to the Special Section on Exception Handling: From Requirements to Software Maintenance,2010,TSE
In Memoriam: Mary Jean Harrold (1947-2013),2013,TSE
Correction to 'Technology for testing nondeterministic client/server database applications',2004,TSE
Response to Jiau et al.'s comments,2004,TSE
Guest Editors' Introduction to the Special Section on the International Conference on Software Engineering,2006,TSE
Guest Editors' Introduction: 2008 Conference on the Foundations of Software Engineering,2010,TSE
"Errata for ""Discovering Documentation for Java Container Classes"" [Aug 07 526-543]",2008,TSE
"Small Errors in ""Toward Formalizing Domain Modeling Semantics in Language Syntax'",2005,TSE
"Comments on ""An Interval Logic for Real-Time System Specification""",2006,TSE
Editorial: Associate Editor Introduction and Farewell,2005,TSE
2014 Index IEEE Transactions on Software Engineering Vol. 40,2015,TSE
2019 Index IEEE Transactions on Software Engineering Vol. 45,2020,TSE
Connecting and Serving the Software Engineering Community,2016,TSE
Probabilistic Interface Automata,2016,TSE
JEST åã«ã¼ãç±ãµã¤ãã©ã³ã®ä½åç¹æ§ã¨å·å´æ§è½ï¼è¸çºé¨ã®ç±ä¼éç¹æ§ã«ã¤ãã¦ï¼,2016,TSE
Theoretical Study for Effective Thermal Conductivity with Convection and Radiation in Packed Bed,2013,TSE
Development of Dew and Frost Point Measurement System for Residual Water in High Pressure Hydrogen,2013,TSE
Effect of Surface Orientation on Heat Transfer Characteristics of Spray Cooling with Formation of Liquid Film,2015,TSE
Pool Boiling Cooling of High Heat Generating Devices using Minute Pyramid-like Surfaces,2015,TSE
Improving Timeliness and Visibility in Publishing Software Engineering Research,2017,TSE
Software Fault Complexity and Implications for Software Testing,2004,TSE
欠陥予測モデルのためのモデル検証法の経験的比較【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
一般的サーバプログラムのためのライブアップデートを自動化【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
ソフトウェア欠陥予測のための現像剤マイクロ相互作用計量【Powered by NICT’2016,2016/1/1,IEEE Transactions on Software Engineering
領域特化型言語による例外処理ポリシーの強化【Powered by NICT’2016,2016/1/1,IEEE Transactions on Software Engineering
分散資源を用いた出版‐購読構造のための時間付きオートマトンモデリングと検証【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
現代コードレビューのプロセス的側面と社会的動力学:マイクロソフトにおけるオープンソース開発と工業的実践からの洞察【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
部分可観測環境下での相互作用モデルと自動制御【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
複合定数伝搬とその応用Androidプログラム解析へ【Powered by NICT’2016,2016/1/1,IEEE Transactions on Software Engineering
RELAI試験:ソフトウェア信頼性を評価および改善するための技術【Powered by NICT’2016,2016/1/1,IEEE Transactions on Software Engineering
誘導記号的実行依存性【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
ノポール:Javaプログラムにおける条件付きステートメントバグの自動修復【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
特殊トピックモデルを用いた自動バグ振分けの改善【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
CACheck:検出とスプレッドシートの修復細胞アレイ【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
社会と通信チャネル形状と課題ソフトウェア開発における参加型培養方法【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
DECAF:プラットフォーム・ニューラル全体システム動的二値解析プラットフォーム【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
バージョン一貫性による分散成分の効率的な動的更新【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
クライアント側JavaScriptバグの原因と結果の研究【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
ARENA放出の自動生成のためのアプローチ【Powered by NICT’2017,2017/1/1,IEEE Transactions on Software Engineering
Finding Substitutable Binary Code By Synthesizing Adapters,2019,TSE
Properties of a Nanosilver–Silica Composite Synthesized with Different Molecular Weights and Polyvinylpyrrolidone Concentrations,2017,TSE
무용’공정’직접 패턴’가능한 실세스퀴옥’’게이’유기 트랜지스터’게이’유전’2017,2017/10/1,IEEE Transactions on Software Engineering
閉塞空間内プール沸騰における流れ場・液膜厚さ・リウェット面積からみた熱輸送評’2017,2017/1/1,IEEE Transactions on Software Engineering
Mining Treatment-Outcome Constructs from Sequential Software Engineering Data,2019,TSE
Preparation and Characterization of Epoxy Resin Blended with Polyphenylene Sulfide,2018,TSE
열경화성 액정 에폭’매트릭스 복합재료’열분’거동 비교,2018,TSE
Grammar Based Directed Testing of Machine Learning Systems,2019,TSE
Preparation of Carbon Nanotube Fiber/Conductive Materials Composites and Their Electrical Properties,2019,TSE
Effect of the Ceramide-Contained 3-D Fiber Matrix on Atopic Dermatitis in the NC/Nga Mice,2019,TSE
Optimization of Imidization Condition Using Dielectric Analysis,2019,TSE
Electroencephalogram and Subjective Sensibilities of Chamaecyparis obtusa Scent-Infused Knitted Fabrics Based on Color Tone and Fragrance Intensity,2019,TSE
2-클로로에탄올’사용’면섬’부직포’히드록시에틸’개질 ’특성 분석,2018,TSE
Study of NCO Index and Ripening Condition on Physicochemical Properties of Solvent-less Polyurethane Formulations,2019,TSE
Dyeing and Fastness Properties of Oxidation Dyes on PET Woven Fabric,2019,TSE
Preparation and Characteristics of H-type Flame Retardant Combined Blind,2019,TSE
Preparation and Characterization of an Environmentally Friendly Phosphoramidic Acid/Inorganic Hybridized Nanocomposite Flame Retardant,2019,TSE
Clinical Properties and Evaluation of Ceramide-contained 3D Fiber Matrix for Atopic Dermatitis,2019,TSE
수소결합’기반’초분자형 고분자에’주쇄’화학구조’따른 특성 연구,2018,TSE
HA-PLGA Nanoparticle-Incorporated Gelatin Nanofibers for Transdermal Drug Delivery,2019,TSE
Study on the Seam Strength Improvement of Woven Geotextiles with Seaming Lines and Seamed Parts,2018,TSE
"Preparation of Conductive Fibrous Patterns by Spray Coating, and Studying Their Electrical Properties under Strain",2019,TSE
Effect of Magnetic Orientation of Boron Nitride Modified with Magnetite on the Thermal Conductivity of Polyurethane-Based Organic-Inorganic Hybrids,2019,TSE
Development of Phase-Stable Photon Upconverters for Efficient Solar Energy Utilization,2012,TSE
Photo-oxidation of Poly(butylene adipate-co-terephthalate) Film Using UV/Ozone Irradiation,2019,TSE
Unsteady Characteristics of Three-Core Molten Salt Reactor,2008,TSE
Performance Characteristics of Tandem-Structure Fans for Redundant Cooling of Electronic Equipment,2009,TSE
Direct Numerical Simulation of Turbulent Heat Transfer Behind a Rectangular Orifice,2008,TSE
Thermal Decomposition Activation Energy according to the Mesogen Structure of Liquid Crystalline Epoxy Composite with Aluminum Oxide Filler,2019,TSE
Corrections to “Detecting Bugs by Discovering Expectations and Their Violations”2020,2020/1/1,IEEE Transactions on Software Engineering
Measurement for Thermophysical Properties of Human Skin by Photoacoustic Method,2008,TSE
Application of Thermal Network Method to Thermal Analysis of Electronic Device with Phase Changing Process,2009,TSE
Enhancement of Condensation on a Vertical Plate,2007,TSE
젖은 직물’인체 피부’대’붙임성을 측정하기 위한 실험 장치’개발,2019,TSE
Augmentation of Critical Heat Flux of High Velocity Liquid Jet Flow utilizing Flat-Narrow Rectangular Channel,2009,TSE
Oscillatory Thermocapillary Convection of Half-Zone Liquid Bridge with Consideration of Ambient Air Motion and Heat Transfer,2008,TSE
Improvement of Hydrophilicity of Kapok Fiber according to Starch Content and Temperature Change,2019,TSE
Generating Unit Tests for Documentation,2021,TSE
Control and Drying Process of Liquid Droplet remained on a wafer in Marangoni Drying,2010,TSE
Flexibility of SiC-based Ceramic Fibers Synthesized from Polycarbosilane,2019,TSE
Effects of Drawing Conditions on the Properties of PBT/PTMGT-based Elastomeric Fibers,2019,TSE
Study on Natural Convection Cooling of Electronic Equipment,2007,TSE
The Influence of the Wall Surface Heating Conditions on Velocity Profiles of the Natural Convection in a Vertical Channel of Electronic Equipment,2009,TSE
Curing Behavior and Mechanical Properties of DGEBA/Phenol Novolac Hybrid Epoxy Resin according to Curing Accelerator Content,2020,TSE
Synthesis of High-washable Phthalimide-based Azo Disperse Dyes and the Application of These Dyes on Cellulose Diacetate Fibers,2020,TSE
Preparation of Melt-blending Polylactic Acid/Halloysite Nanotube Composite Films for Improvement of Tearing Strength,2020,TSE
Physical Properties of High-strength Composite Film Based on Unidirectional Fabrics with Polyethylene Terephthalate/Polypropylene Sea-island Fiber,2020,TSE
Effect of Heat-Treatment on Carbonization Behavior of Hetero-cyclic Aromatic Polymers for Carbon Material Precursors,2020,TSE
Rheological Properties of Wool Fat : Role as a Main Ingredient in Skin-Care Cosmetic Products,2020,TSE
Synthesis and Characterization of Poly(L-lactide)-Poly(Îµ-caprolactone) Segmented Block Copolymers,2020,TSE
Characteristics of Hybrid Composites Utilizing Prepreg Compression Molding on a Stacking Sequence,2018,TSE
Properties of Polybenzoxazine Composites Reinforced with Cellulose Nanocrystals,2019,TSE
Physical Properties and Skin-Health Functions of Nonwoven Cosmetics Treated with Microcapsules Containing Citrus-Flavored Horse Oil,2020,TSE
Electrical and Mechanical Properties of Carbon Fiber Nonwoven Reinforced Epoxy Composites with Carbon Nanotubes,2019,TSE
Isothermal Crystallization Behavior and Properties Analysis of Î²-Nucleating Agent in Polypropylene/Glass Fiber Composites,2019,TSE
Electrochromic Properties of Hexyl- and Perfluorohexyl-Substituted Symmetrical Viologens in Ionic Gels,2020,TSE
Effect of Carbon Nanotube/Copper Composite on Efficiency of Electromagnetic Interference Shielding,2020,TSE
Calculation Time Analysis of Cylindrical Voxel Model-Based Heat-Transfer Simulation for Fiber-Reinforced Composites,2020,TSE
Prediction of Long-term Behavior and Performance Evaluation of Prefabricated Vertical Drains under Seawater Conditions,2020,TSE
Phase Coarsening in Polycarbonate and Amorphous Copolyester Blends,2020,TSE
Corrections to “Automatic and Accurate Expansion of Abbreviations in Parameters”2020,2020/9/1,IEEE Transactions on Software Engineering
Visualization of Refrigerant Behaviors in a Variable Conductance Heat Pipe by Neutron Radiography,2013,TSE
Magnifier: A Compositional Analysis Approach for Autonomous Traffic Control,2021,TSE
Compiling Quantamorphisms for the IBM Q Experience,2021,TSE
Effects of Different Photo-thermal Curing Conditions on the Curing and Mechanical Properties of Dual Curable Resin TPEE Mono-filament,2019,TSE
Combining Genetic Programming and Model Checking to Generate Environment Assumptions,2021,TSE
Reconstituted Biodegradable Composites with Cellulose Structure,2020,TSE
유연’유기태양전지’수분 투습 방지’위해 원자’증착법으’제조’Al 2 O 3 박막’대’연구,2020,TSE
Preparation and Characterization of PTFE/Aramid Nonwoven for Bag Filter Media,2020,TSE
Effect of Moisture on the Heat Stress of Fire Fighters,2019,TSE
Editorial: State of the Journal,2006,TSE
Manufacture of Multiwalled Organic/Inorganic Hybrid Microcapsules and Their Application to Silicon Rubber Composites,2020,TSE
Editorial: New Associate Editor Introduction,2008,TSE
Development of Elastic Nonwovens Using PET Fibers for Ecofriendly Cushioning Materials,2020,TSE
Evaluation of Weatherability and Degradation Behavior of Polyester Fabrics for Air Leisure Sports during Winter Season Outdoor Exposure,2018,TSE
Manufacturing and Performance Evaluation of Leukocyte Removal Blood Filter to Prevent Adverse Blood Transfusion,2019,TSE
A Study on the Decomposition Characteristics of Poly(lactic acid) Nonwoven Fabrics According to Water Soaking Temperature and Treatment Time,2021,TSE
Preparation and Characterization of PAN-based Carbon Felt for Electrode,2019,TSE
Amperometric Properties of Immobilized Glucose Oxidase on a Cellulose Nanomembrane Patch Sensor,2018,TSE
Manufacture of Double-covered Yarn for Compression Sleeves for Lymphedema Treatment,2021,TSE
Evaluation of Installation Damage According to Simulated Installation Test Conditions and Creep Deformation of Geosynthetic Reinforcements,2021,TSE
Deep State Inference: Toward Behavioral Model Inference of Black-Box Software Systems,2021,TSE
Verification and Synthesis of Responsive Symmetric Uni-Rings,2021,TSE
Analysis of the Seebeck Effect of Textile Thermocouples Fabricated with Conductive Yarns,2019,TSE
Effects of Molding Process Conditions on the Properties and Hole Machining Characteristics of Carbon Fiber Composites,2019,TSE
A Family of Experiments to Compare Two Model-Driven Development Tools vs a Traditional Development Method,2021,TSE
On the distribution of bugs in the Eclipse system,2011,TSE
Softening Finish of Cotton Knit Fabrics with Nanoscale Softener,2018,TSE
A Study on the Curing Behavior of Epoxy Resin Incorporating PEI as a Toughening Agent,2021,TSE
Ti薄膜ガス拡散層を用いた固体高分子形燃料電’PEFC)におけるフラッディング条件の解析,2007,TSE
詳細化学反応式を簡略化するための平衡法と渦消散コンセプトモデルを組み合わせた乱流拡散燃焼モデ’H2-air 乱流拡散火炎への適用),2009,TSE
次世代型超高密度実装ディスクアレイ装置の冷却検討(’’モックアップによる伝熱実’,2009,TSE
TSE Information for authors,2006,TSE
[Back cover],2006,TSE
[Inside front cover],2005,TSE
TSE Information for authors,2009,TSE
Call for Papers for New IEEE Transactions on Affective Computing,2009,TSE
[Front cover],2004,TSE
TSE Information for authors,2011,TSE
[Front cover],2008,TSE
[Inside front cover],2009,TSE
[Inside front cover],2004,TSE
[Inside front cover],2007,TSE
2021 Index IEEE Transactions on Software Engineering Vol. 47,2022,TSE
The IEEE CS Celebrates Two 60-Year Anniversaries,2006,TSE
[Inside front cover],2009,TSE
[Front cover],2007,TSE
[Advertisement],2005,TSE
[Front cover],2004,TSE
Cover4,2004,TSE
2020 Index IEEE Transactions on Software Engineering Vol. 46,2021,TSE
[Back cover],2012,TSE
[Front cover],2008,TSE
TSE Information for authors,2008,TSE
Call for Papers,2004,TSE
Introduction to OnlinePlus Video [advertisement],2012,TSE
[Back cover],2010,TSE
2005 Annual Index,2006,TSE
Information for authors,2004,TSE
IEEE Computer Society Career Center,2008,TSE
[Back cover],2009,TSE
[Inside front cover],2010,TSE
[Inside front cover],2008,TSE
TSE Information for authors,2007,TSE
[Inside front cover],2006,TSE
[Advertisement],2005,TSE
Editorial: New Associate Editors Introduction,2007,TSE
TSE Information for authors,2007,TSE
[Inside front cover],2006,TSE
[Back cover],2009,TSE
Better Pay Attention Whilst Fuzzing,2023,TSE
TSE Information for authors,2010,TSE
[Front cover],2009,TSE
Cover4,2004,TSE
[Front cover],2009,TSE
Cover4,2005,TSE
[Inside back cover],2012,TSE
Distinguish yourself with the CSDP [advertisement],2011,TSE
[Front cover],2007,TSE
TSE Information for authors,2009,TSE
[Back cover],2006,TSE
[Advertisement],2005,TSE
IEEE Computer Society Information to Authors,2004,TSE
[Inside front cover],2005,TSE
2008 Reviewers List,2009,TSE
TSE Information for authors,2006,TSE
TSE Information for authors,2005,TSE
[Inside front cover],2007,TSE
[Advertisement],2004,TSE
Cover4,2004,TSE
[Front cover],2006,TSE
Cover4,2005,TSE
[Front cover],2010,TSE
[Front cover],2009,TSE
[Inside front cover],2006,TSE
Cover4,2005,TSE
[Inside front cover],2005,TSE
Cover4,2004,TSE
IEEE Computer Society Information,2004,TSE
[Back cover],2006,TSE
2013 Reviewers List,2014,TSE
2017 Reviewers List,2018,TSE
Cover2,2012,TSE
TSE Information for authors,2005,TSE
[Back cover],2008,TSE
[Front inside cover],2012,TSE
TSE Information for authors,2007,TSE
Advertisement,2004,TSE
[Front cover],2006,TSE
TSE Information for authors,2009,TSE
Table of Contents [Front cover],2012,TSE
IEEE Computer Society Information,2004,TSE
TSE Information for authors,2005,TSE
[Advertisement],2004,TSE
[Inside back cover],2012,TSE
Join the IEEE Computer Society,2006,TSE
[Front cover],2005,TSE
"180,000 aritlces in the IEEE Computer Society Digital Library [advertisement]",2007,TSE
TSE Information for authors,2007,TSE
[Front cover],2008,TSE
[Inside front cover],2009,TSE
[Inside back cover],2011,TSE
[Front cover],2006,TSE
[Back cover],2007,TSE
Call for Papers for the Special Issue on Quantitative Evaluation of Computer Systems,2007,TSE
IEEE Computer Society CSDP [advertisement],2008,TSE
[Back cover],2009,TSE
TSE: Information for authors,2004,TSE
[Inside front cover],2007,TSE
Editorial: New Associate Editor Introduction,2005,TSE
Join the IEEE Computer Society,2007,TSE
TSE Information for authors,2005,TSE
The IEEE Computer Society celebrates two 60-Year Anniversaries,2006,TSE
TSE Information for authors,2007,TSE
[Advertisement],2005,TSE
What's new in Transactions [advertisement],2011,TSE
[Advertisement],2004,TSE
[Back cover],2012,TSE
TSE Information for authors,2006,TSE
[Inside front cover],2006,TSE
IEEE Computer Society 2009 Membership Application,2009,TSE
[Back cover],2006,TSE
[Back cover],2008,TSE
7 Great Reasons for Joining the IEEE Computer Society [advertisement],2010,TSE
Subject index,2003,TSE
[Advertisement],2005,TSE
[Inside front cover],2011,TSE
[Back cover],2010,TSE
[Back cover],2010,TSE
[Front cover],2007,TSE
Cover4,2005,TSE
[Back cover],2010,TSE
Cover1,2010,TSE
[Back cover],2009,TSE
[Inside front cover],2007,TSE
Call for Papers for the IEEE Transactions on Software Engineering Special Issue on Software Engineering for Secure Systems,2006,TSE
TSE: Information for authors,2004,TSE
[Front cover],2005,TSE
[Back cover],2008,TSE
[Back cover],2007,TSE
[Inside front cover],2006,TSE
[Front cover],2006,TSE
[Back cover],2011,TSE
[Advertisement],2004,TSE
Cover4,2005,TSE
[Front cover],2011,TSE
[Front cover],2007,TSE
TSE Information for authors,2009,TSE
[Front cover],2007,TSE
TSE Information for authors,2010,TSE
[Back cover],2007,TSE
[Inside front cover],2006,TSE
IEEE Computer Society CSDP [advertisement],2010,TSE
TSE Information for authors,2006,TSE
[Back cover],2011,TSE
Information for authors,2004,TSE
[Back cover],2007,TSE
[Inside front cover],2010,TSE
TSE Information for authors,2005,TSE
Call for Papers for the IEEE Transactions on Software Engineering Special Issue on Mining Software Repositories,2004,TSE
[Inside front cover],2009,TSE
[Back cover],2006,TSE
[Front cover],2005,TSE
TSE Information for authors,2005,TSE
IEEE Transaction on Software Engineering - Table of Contents,2004,TSE
[Back cover],2006,TSE
[Inside front cover],2010,TSE
Annual Index,2004,TSE
[Back cover],2006,TSE
TSE Information for authors,2004,TSE
TSE Information for authors,2004,TSE
[Front cover],2006,TSE
[Inside front cover],2007,TSE
Cover4,2005,TSE
Table of Contents [Front cover],2012,TSE
[Front cover],2006,TSE
[Front cover],2010,TSE
[Inside front cover],2010,TSE
TSE Information for authors,2006,TSE
[Inside front cover],2010,TSE
IEEE Computer Society Magazines and Transactions available in ePUB format [advertisement],2011,TSE
[Front cover],2011,TSE
TSE Information for authors,2004,TSE
TSE Information for authors,2006,TSE
[Front cover],2005,TSE
[Inside front cover],2005,TSE
[Advertisement],2005,TSE
[Front cover],2004,TSE
TSE Information for authors,2010,TSE
TSE Information for authors,2009,TSE
2009 Reviewers List,2010,TSE
2016 Reviewers List,2017,TSE
Call for Papers: Search-Based Optimization for Software Engineering,2008,TSE
[Front cover],2005,TSE
[Inside front cover],2008,TSE
[Back cover],2008,TSE
[Front cover],2008,TSE
TSE Information for authors,2005,TSE
[Advertisement],2004,TSE
7 Great Reasons for Joining the IEEE Computer Society [advertisement],2009,TSE
IEEE Computer Society OnlinePlus Coming Soon to TSE,2012,TSE
[Back cover],2006,TSE
[Front cover],2009,TSE
TSE Information for authors,2005,TSE
[Front cover],2008,TSE
2003 Reviewers list,2004,TSE
Cover4,2004,TSE
[Back cover],2006,TSE
[Front cover],2007,TSE
Editorial,2013,TSE
[Front cover],2008,TSE
Cover4,2004,TSE
Table of Contents [Front cover],2012,TSE
[Front cover],2011,TSE
2010 Annual Index,2011,TSE
Join the IEEE Computer Society!,2007,TSE
Cover1,2010,TSE
[Advertisement],2005,TSE
TSE Information for authors,2010,TSE
[Back cover],2007,TSE
2014 Reviewers List*,2015,TSE
Join the IEEE Computer Society,2007,TSE
TSE Information for authors,2008,TSE
[Inside front cover],2007,TSE
[Inside back cover],2012,TSE
TSE information for authors [inside back cover],2012,TSE
[Front cover],2011,TSE
[Advertisement],2004,TSE
Call For Papers,2005,TSE
TSE Information for authors,2006,TSE
2006 Annual Index,2006,TSE
[Front cover],2004,TSE
TSE Information for authors,2007,TSE
IEEE Transactions on Software Engineering - Staff List,2004,TSE
Cover4,2005,TSE
[Advertisement],2005,TSE
[Front inside cover],2012,TSE
[Inside front cover],2006,TSE
[Inside front cover],2011,TSE
Author index,2003,TSE
[Inside front cover],2006,TSE
[Inside front cover],2005,TSE
[Back cover],2012,TSE
TSE Information for authors,2004,TSE
[Back cover],2011,TSE
[Advertisement],2006,TSE
[Front cover],2006,TSE
[Front cover],2006,TSE
[Front cover],2007,TSE
Cover4,2005,TSE
[Advertisement],2005,TSE
[Inside front cover],2012,TSE
[Front cover],2006,TSE
2005 Reviewers List,2006,TSE
Table of Contents [Front cover],2012,TSE
IEEE Computer Society 2009 Membership Application,2008,TSE
[Back cover],2006,TSE
[Front cover],2005,TSE
TSE Information for authors,2005,TSE
[Front cover],2005,TSE
[Inside front cover],2006,TSE
Editorial: New Associate Editors Introduction,2008,TSE
[Back cover],2010,TSE
[Back cover],2011,TSE
[Inside front cover],2005,TSE
Call for Papers: Special Issue on Software Services and Service-Based Systems,2009,TSE
IEEE Transactions on Software Engineering - Table of contents,2004,TSE
TSE Information for authors,2006,TSE
IEEE Computer Society Celebrates Two 60-Year Anniversaries,2006,TSE
Cover4,2004,TSE
TSE Information for authors,2004,TSE
Advertisement,2004,TSE
Table of Contents [Front cover],2012,TSE
TSE Information for authors,2009,TSE
[Inside front cover],2012,TSE
[Advertisement],2004,TSE
[Inside front cover],2007,TSE
[Back inside cover],2012,TSE
[Inside front cover],2007,TSE
[Front cover],2005,TSE
2018 Reviewers List,2019,TSE
[Inside front cover],2011,TSE
What's new in Transactions [advertisement],2012,TSE
[Inside front cover],2006,TSE
[Back cover],2011,TSE
TSE Information for authors,2011,TSE
[Advertisement],2005,TSE
[Front cover],2007,TSE
[Front cover],2011,TSE
TSE Information for authors,2004,TSE
Editorial: New Associate Editors Introduction,2006,TSE
TSE Information for authors,2007,TSE
TSE Information for authors,2006,TSE
[Front cover],2004,TSE
IEEE Open Access Publishing [advertisement],2012,TSE
Semantics-Preserving Design of Embedded Control Software from Synchronous Models,2007,TSE
TSE Information for authors,2008,TSE
[Front cover],2010,TSE
[Inside front cover],2009,TSE
Call for Papers for Special Issue on Software Language Engineering,2008,TSE
Cover4,2005,TSE
[Back cover],2008,TSE
TSE Information for authors,2005,TSE
Advertisement,2004,TSE
[Back cover],2008,TSE
[Inside front cover],2005,TSE
TSE Information for authors,2011,TSE
[Inside front cover],2007,TSE
2006 Reviewers List,2006,TSE
[Inside front cover],2004,TSE
Join the IEEE Computer Society!,2007,TSE
TSE Information for authors,2010,TSE
[Back cover],2007,TSE
IEEE Computer Society Magazines and Transactions available in ePUB format [advertisement],2011,TSE
2011 Reviewers List,2012,TSE
[Advertisement],2004,TSE
2007 Annual Index,2008,TSE
Advertisement,2004,TSE
TSE Information for authors,2007,TSE
[Advertisement],2004,TSE
[Inside front cover],2011,TSE
[Inside front cover],2005,TSE
[Inside front cover],2004,TSE
Cover4,2005,TSE
[Advertisement],2005,TSE
2012 Annual Index,2012,TSE
IEEE Computer Society Staff List,2004,TSE
[Advertisement],2004,TSE
TSE Information for authors,2011,TSE
[Inside front cover],2010,TSE
IEEE Computer Society's - Staff List,2004,TSE
[Back cover],2007,TSE
TSE Information for authors,2007,TSE
[Table of contents - Front cover],2012,TSE
[Front cover],2009,TSE
[Advertisement],2004,TSE
Join the IEEE Computer Society!,2006,TSE
[Inside front cover],2005,TSE
[Back cover],2010,TSE
TSE Information for authors,2005,TSE
TSE Information for authors,2011,TSE
New Transactions Newsletter [advertisement],2012,TSE
TSE Information for authors,2005,TSE
[Back cover],2009,TSE
Society Journals Seek Editors in Chief for 2009-2010 Terms,2008,TSE
[Front cover],2010,TSE
[Back cover],2012,TSE
[Back cover],2007,TSE
[Front cover],2007,TSE
[Front cover],2007,TSE
Cover4,2004,TSE
[Back cover],2006,TSE
[Inside front cover],2008,TSE
Editorial: New Associate Editors Introduction,2009,TSE
"180,000 aritlces in the IEEE Computer Society Digital Library [advertisement]",2007,TSE
[Front cover],2006,TSE
2004 Reviewers list,2005,TSE
TSE Information for authors,2008,TSE
Call for Papers for Special Issue on Software Services and Service-Based Systems,2009,TSE
[Inside front cover],2007,TSE
Distinguish yourself with the CSDP [advertisement],2011,TSE
2012 Reviewers List,2012,TSE
[Inside front cover],2006,TSE
[Inside front cover],2006,TSE
TSE Information for authors,2008,TSE
[Inside front cover],2008,TSE
[Advertisement],2005,TSE
[Advertisement],2005,TSE
[Inside front cover],2011,TSE
[Front cover],2006,TSE
[Back cover],2012,TSE
[Inside front cover],2004,TSE
[Cover2],2012,TSE
[Inside front cover],2006,TSE
IEEE Computer Society [Back cover],2012,TSE
New Transactions Issue Alerts,2011,TSE
[Inside front cover],2011,TSE
OnlinePlus Coming Soon to TSE [advertisement],2012,TSE
[Inside front cover],2008,TSE
Call for Papers for Special Issue on Search-Based Optimization For Software Engineering,2008,TSE
2007 Reviewer's List,2008,TSE
[Back cover],2007,TSE
[Front cover],2009,TSE
TSE Information for authors,2010,TSE
[Front cover],2006,TSE
Call for Papers for the IEEE Transactions on Software Engineering Special Issue on Software Engineering for Secure Systems,2006,TSE
[Inside front cover],2009,TSE
Cover4,2005,TSE
Cover4,2005,TSE
[Back cover],2006,TSE
[Back cover],2009,TSE
[Front cover],2005,TSE
IEEE Computer Society - Information,2004,TSE
[Front cover],2004,TSE
[Inside front cover],2005,TSE
[Back cover],2006,TSE
[Inside front cover],2007,TSE
Advertisement,2004,TSE
[Front cover],2007,TSE
[Back cover],2011,TSE
[Inside front cover],2004,TSE
TSE Information for authors,2008,TSE
TSE Information for authors,2006,TSE
TSE Information for authors,2007,TSE
[Back cover],2007,TSE
TSE Information for authors,2007,TSE
2011 Annual Index,2012,TSE
[Front cover],2005,TSE
[Inside front cover],2004,TSE
[Back cover],2007,TSE
2015 reviewers list,2016,TSE
[Cover3],2012,TSE
[Inside front cover],2004,TSE
2010 Reviewers List,2011,TSE
[Front cover],2011,TSE
TSE Information for authors,2006,TSE
[Inside front cover],2005,TSE
2017 Index IEEE Transactions on Software Engineering Vol. 43,2018,TSE
PopArt: Ranked Testing Efficiency,2022,TSE
New Techniques for Static Symmetry Breaking in Many-Sorted Finite Model Finding,2023,TSE
A Study of the Electrum and DynAlloy Dynamic Behavior Notations,2023,TSE
Let's Go to the Whiteboard (Again): Perceptions From Software Architects on Whiteboard Architecture Meetings,2023,TSE
Confirmation Bias and Time Pressure: A Family of Experiments in Software Testing,2023,TSE
Corrections to “Uncovering Bugs in Code Coverage Profilers via Control Flow Constraint Solving”2024,2024/1/1,IEEE Transactions on Software Engineering
Neural Density Estimation of Response Times in Layered Software Systems,2024,TSE
2023 Reviewers List,2024,TSE
Measuring and Characterizing (Mis)compliance of the Android Permission System,2024,TSE
Distinguished Reviewers 2023,2024,TSE
Advanced Persistent Threats (APTs) campaigns database,2022,TSE
HSTCG: State-Aware Simulink Model Test Case Generation With Heuristic Strategy,2024,TSE
Mitigating the Uncertainty and Imprecision of Log-Based Code Coverage Without Requiring Additional Logging Statements,2024,TSE
Long Live the Image: On Enabling Resilient Production Database Containers for Microservice Applications,2024,TSE
次世代型超高密度実装ディスクアレイ装置の冷却検討 : ’’: ハードディスク列の実稼動実験,2009,TSE
Lattice Boltzmann Simulation of Two-Phase Flow with Heat Transfer,2008,TSE
"QEMU, a fast and portable dynamic translator",2005,USENIX ATC
AddressSanitizer: a fast address sanity checker,2012,USENIX ATC
Making scheduling cool: temperature-aware workload placement in data centers,2005,USENIX ATC
Python Programming Language.,2006,USENIX ATC
