Title,Year,Acronym
Resource optimised workflow scheduling in Hadoop using stochastic hill climbing technique,2017,IETS
Pattern detection and design rationale traceability: an integrated approach to software design quality,2018,IETS
Improving the quality and quantity of functional and non‐functional requirements obtained during requirements elicitation stage for the development of e‐commerce mobile applications: an alternative reference process model,2019,IETS
UML2Merge: a UML extension for model merging,2019,IETS
Empirical investigation: performance and power‐consumption based dual‐level model for exascale computing systems,2020,IETS
Enhanced framework for ensemble effort estimation by using recursive‐based classification,2021,IETS
Selective availability: coordinating interaction initiation in distributed software development,2012,IETS
Reducing the use of nullable types through non-null by default and monotonic non-null,2008,IETS
Usage of social and semantic web technologies to design a searching architecture for software requirement artefacts,2010,IETS
Exploiting Java scientific libraries with the Scala language within the ScalaLab environment,2011,IETS
Translating a typical business process modelling language to a Web Services Ontology through lightweight mapping,2007,IETS
Towards a software maintenance methodology using Semantic Web techniques and paradigmatic documentation modelling,2008,IETS
"Impact of release intervals on empirical research into software evolution, with application to the maintainability of Linux",2009,IETS
Measuring the evolutionary stability of software systems: case studies of Linux and FreeBSD,2009,IETS
Merging partial system behaviours: composition of use-case automata,2007,IETS
Fuzzy analysis and prediction of commit activity in open source software projects,2016,IETS
Combining goal model with reviews for supporting the evolution of apps,2019,IETS
A systematic mapping study on machine learning methodologies for requirements management,2022,IETS
Software agents for peer‐to‐peer video streaming,2014,IETS
Enhancing comprehensibility of software clustering results,2012,IETS
Improving source code suggestion with code embedding and enhanced convolutional long short‐term memory,2021,IETS
A new population initialisation method based on the Pareto 80/20 rule for meta‐heuristic optimisation algorithms,2021,IETS
Metamorphic testing of named entity recognition systems: A case study,2022,IETS
Retracted: Software based sentiment analysis of clinical data for healthcare sector,2023,IETS
Towards conceptual foundations for service-oriented requirements engineering: bridging requirements and services ontologies,2012,IETS
Analysing the corporate responsibility Web pages of consumer electronics companies: implications for process improvement,2012,IETS
Improving automatic bug assignment using time‐metadata in term‐weighting,2014,IETS
Efficient software review process for small and medium enterprises,2007,IETS
Fine-grain stochastic modelling of dynamic power management policies and analysis of their power–latency tradeoffs,2009,IETS
Environment generation for validating event-driven software using model checking,2010,IETS
Empirical study of fault prediction for open‐source systems using the Chidamber and Kemerer metrics,2013,IETS
CIM for data warehouse requirements using an UML profile,2017,IETS
DIV‐TBAT algorithm for test suite reduction in software testing,2018,IETS
Model‐based approach to develop learning exercises in language‐learning applications,2018,IETS
Proposal of an assessment framework for gamified environments: a case study,2018,IETS
SW‐Context: a model to improve developers’situational awareness,2020,IETS
Value‐oriented quality metrics in software development: Practical relevance from a software engineering perspective,2021,IETS
A hybrid model for prediction of software effort based on team size,2021,IETS
A synergic quantum particle swarm optimisation for constrained combinatorial test generation,2022,IETS
Improving the graph grammar parser of Rekers and Schurr,2011,IETS
Monitoring embedded software timing properties with an SoC-resident monitor,2009,IETS
Performance prediction and procurement in practice: assessing the suitability of commodity cluster components for wavefront codes,2009,IETS
Using triple graph grammars to realise incremental round‐trip engineering,2016,IETS
Fuzzy stochastic Petri nets and analysis of the reliability of multi‐state systems,2015,IETS
MetaFL: Metamorphic fault localisation using weakly supervised deep learning,2023,IETS
Selecting reliable blockchain peers via hybrid blockchain reliability prediction,2023,IETS
Adaptive multi‐agent smart academic advising framework,2021,IETS
Discovering software developer's coding expertise through deep learning,2020,IETS
Bayesian Network analysis of software logs for data‐driven software maintenance,2023,IETS
Revisiting ‘revisiting supervised methods for effort‐aware cross‐project defect prediction’2023,2023/6/27,IET Software
Cross‐Project Defect Prediction Using Transfer Learning with Long Short‐Term Memory Networks,2024,IETS
Software Defect Prediction Using Deep <i>Q</i> ‐Learning Network‐Based Feature Extraction,2024,IETS
Story-driven approach to software evolution,2008,IETS
Teaching global software engineering: experiences and lessons learned,2015,IETS
Auction‐based serious game for bug tracking,2019,IETS
ITSM model for very small organisation: an empirical validation,2019,IETS
Vulcont: A recommender system based on context history ontology,2021,IETS
Towards a reference process for software architecture reconstruction,2020,IETS
Automated class diagram elicitation using intermediate use case template,2021,IETS
Organisational climate assessments of Agile teams ’a qualitative multiple case study,2020,IETS
Social loafing prevention in agile software development teams using team expectations agreements,2021,IETS
What have we learnt from the challenges of (semi— automated requirements traceability? A discussion on blockchain applicability,2021,IETS
Beyond factors that motivate the adoption of the ISO/IEC 29110 in Mexico: An exploratory study of the implementation pace of this standard and the benefits observed,2021,IETS
Automated generation of test cases using a performability model,2011,IETS
An ontology‐based approach towards comprehensive workflow modelling,2013,IETS
Conflict resolution support for parallel software development,2013,IETS
Systems engineering and safety ’a framework,2011,IETS
Value of ranked voting methods for estimation by analogy,2013,IETS
Calculating return on investment of training using process variation,2012,IETS
Understanding the complexity embedded in large routine call traces with a focus on program comprehension tasks,2010,IETS
Model-driven approach to developing domain functional requirements in software product lines,2012,IETS
Support vector regression for predicting the productivity of higher education graduate students from individually developed software projects,2017,IETS
Development and evaluation of adaptive metacognitive scaffolding for algorithm‐learning system,2018,IETS
EUDroid: a formal language specifying the behaviour of IoT devices,2018,IETS
Retracted: A software‐based framework for the development of smart healthcare systems using fog computing,2022,IETS
Automated issue assignment using topic modelling on Jira issue tracking data,2023,IETS
Proposed ethical framework for software requirements engineering,2023,IETS
Using the semantic web to define a language for modelling controlled flexibility in software processes,2010,IETS
Contextual paradigm for <i>ad hoc</i> retrieval of user-centric web data,2009,IETS
Agile software process improvement: a collaborative game toolbox,2018,IETS
Fault analysis of service‐oriented systems: a systematic literature review,2018,IETS
Dealing with crosscutting and dynamic features in component software using aspect‐orientation: requirements and experiences,2019,IETS
Adaptive random testing based on flexible partitioning,2020,IETS
Aspect‐based requirements mining technique to improve prioritisation process: multi‐stakeholder perspective,2020,IETS
Concurrency coverage criteria for activity diagrams,2021,IETS
Embedding and classifying test execution traces using neural networks,2021,IETS
"Requirements engineering for crossover services: Issues, challenges and research directions",2020,IETS
Web and requirements engineering,2012,IETS
Usability bugs in open-source software and online forums,2012,IETS
Software process fusion by combining pair and solo programming,2008,IETS
Hidden truth behind .NET's exception handling today,2007,IETS
Efficient effort estimation system viz. function points and quality assurance coverage,2012,IETS
Web services property sequence chart monitor: a tool chain for monitoring BPEL‐based web service composition with scenario‐based specifications,2013,IETS
Nomenclature unification of software product measures,2011,IETS
Crosscutting concern mining in business processes,2011,IETS
Lazy symbolic execution for test data generation,2011,IETS
Using autonomous components to improve runtime qualities of software,2011,IETS
Empirical study of software component integration process activities,2013,IETS
Adapting the elitism on greedy algorithm for variable strength combinatorial test cases generation,2018,IETS
Combining genetic algorithm and pairwise testing for optimised test generation from UML ADs,2019,IETS
Evaluation of a model‐based testing platform for Java applications,2019,IETS
New internal metric for software clustering algorithms validity,2020,IETS
Empirical comparison of graphical and annotation-based re-documentation approaches,2010,IETS
Evaluating distributed inspection through controlled experiments,2009,IETS
Petri-nets for formal verification of MAC protocols,2007,IETS
Realising benefits in public IT projects: A multiple case study,2022,IETS
Evaluating the Impact of Data Transformation Techniques on the Performance and Interpretability of Software Defect Prediction Models,2023,IETS
Analytical TCP throughput model for high-speed downlink packet access,2009,IETS
Metrics-based control in outsourced software development projects,2012,IETS
Formal model for user‐centred adaptive mobile devices,2017,IETS
ASCAA: API‐level security certification of android applications,2017,IETS
PLATEM: a method for mobile applications testing,2017,IETS
Methodology for the quantification of the effect of patterns and anti‐patterns association on the software quality,2019,IETS
Zeus ’a tool for generating rule‐based serious games with gamification techniques,2019,IETS
Are MAs profitable to search‐based PLA design?,2019,IETS
e‐VOL BPMN: a technique to support the evolution and learning of BPMN diagrams,2019,IETS
Comprehensive complexity metric for data warehouse multidimensional model understandability,2020,IETS
Detecting application logic vulnerabilities via finding incompatibility between application design and implementation,2020,IETS
Design of a gamification strategy to intervene in social and human factors associated with software process improvement change resistance,2021,IETS
An approach of method‐level bug localization,2022,IETS
Retracted: Robotic Process Automation use cases in academia and early implementation experiences,2022,IETS
Characterising the digital transformation of IT consulting services–Results from a systematic mapping study,2022,IETS
Retracted: Prediction of stock market movement via technical analysis of stock data stored on blockchain using novel History Bits based machine learning algorithm,2023,IETS
Requirements‐related fault prevention during the transformation from formal specifications to programs,2023,IETS
Apply ant colony to event-flow model for graphical user interface test case generation,2012,IETS
"Mixing continents, competences and roles: five years of lessons for software engineering education",2012,IETS
Nine-areas-tree-bit-patterns-based method for continuous range queries over moving objects,2011,IETS
AQUA: hybrid architecture for question answering services,2010,IETS
Web service matchmaking for the development of context-aware applications,2012,IETS
Designing and constructing modifiable middleware using component frameworks,2007,IETS
Applying a reusable framework for software selection,2009,IETS
Faithful mapping of model classes to mathematical structures,2008,IETS
Inference network building and movements prediction based on analysis of induced dependencies,2016,IETS
Prediction of leptospirosis cases using classification algorithms,2017,IETS
Flexible approach to schedule tasks in cloud‐computing environments,2018,IETS
"State of runtime adaptation in service‐oriented systems: what, where, when, how and right",2018,IETS
Demand Based Test Case Generation for Object Oriented System,2019,IETS
A case study of environmental considerations and opportunities in cyber physical systems,2023,IETS
Design principles of web-based distance education system and sample application in Afyon Kocatepe University,2010,IETS
Types for task-based access control in workflow systems,2008,IETS
Improving software requirements reasoning by novices: a story‐based approach,2019,IETS
Building the foundations for ‘MDE as Service’2017,2017/3/25,IET Software
Automatic object deployment for software performance enhancement,2011,IETS
Selecting a biodiversity conservation area with a limited budget using the binary African buffalo optimisation algorithm,2017,IETS
Reliability evaluation of UML/DAM software architectures under parameter uncertainty,2018,IETS
A cost‐effective adaptive random testing approach by dynamic restriction,2018,IETS
Classification as an approach to public key infrastructure requirements analysis,2019,IETS
Systematic literature review on intent‐driven systems,2020,IETS
An empirical study of local‐decision‐making‐based software customization in distributed development,2021,IETS
Retracted: Visualisation‐based binary classification of android malware using vgg16,2023,IETS
Formal verification of a telerehabilitation system through an abstraction and refinement approach using <scp>Uppaal</scp>,2023,IETS
On‐chip support for software verification and debug in multi‐core embedded systems,2013,IETS
Test suite prioritisation using trace events technique,2013,IETS
Integrating human–computer interaction and business practices for mixed reality systems design: a case study,2013,IETS
Program analysis too loopy? Set the loops aside,2013,IETS
Applications of case‐based reasoning in Software Engineering: a systematic mapping study,2014,IETS
Improving interpretation of component-based systems quality through visualisation techniques,2010,IETS
Evaluation of the ‘replace constructors with creation methods’refactoring in Java systems,2010,IETS
Assume-guarantee verification of software components in SOFA 2 framework,2010,IETS
Cost‐aware execution of transactional web services using labelled transition systems,2014,IETS
From pragmatic to systematic software process improvement: an evaluated approach,2015,IETS
Mobile agent‐based regression test case generation using model and formal specifications,2017,IETS
Empirical study on software process variability modelling with SMartySPEM and vSPEM,2018,IETS
Labelling issue reports in mobile apps,2019,IETS
Automated tests for cross‐platform mobile apps in multiple configurations,2019,IETS
Impacts of process audit review and control efforts on software project outcomes,2020,IETS
SmartVisual: a visualisation tool for SmartThings IoT Apps using static analysis,2020,IETS
Automatic summarising of user stories in order to be reused in future similar projects,2020,IETS
Conformance evaluation of the top’00 Ethereum token smart contracts with Ethereum Request for Comment’0 functional specifications,2022,IETS
A model for developing dependable systems using a component‐based software development approach (MDDS‐CBSD),2022,IETS
Retracted: Intelligent distribution system of university student dormitory based on data fusion optimisation algorithm,2023,IETS
Visualisation environment for global software development management,2015,IETS
Practices connected to perceived client benefits of software projects,2020,IETS
Virtual machine framework for constructing domain-specific languages,2009,IETS
Theory for classifying equivalences of unified modelling language activity diagrams,2008,IETS
Formal verification of systems with an unlimited number of components,2008,IETS
From requirements to implementation of <i>ad-hoc</i> social Web applications: an empirical pattern-based approach,2012,IETS
Performance-driven object-oriented program re-modularisation,2008,IETS
Interactive animation system for virtual maize dynamic simulation,2013,IETS
Android malware detection via efficient application programming interface call sequences extraction and machine learning classifiers,2022,IETS
Towards a privacy debt,2021,IETS
A Data‐Driven Artificial Neural Network Approach to Software Project Risk Assessment,2023,IETS
Mining social collaboration patterns in developer social networks,2020,IETS
Applying usability recommendations when developing mobile instant messaging applications,2021,IETS
Retracted: Blockchain‐based covert software information transmission for bitcoin,2023,IETS
Quantifying value of adding inspection effort early in the development process: a case study,2012,IETS
Parameterised trace selection technique for process model recovering,2011,IETS
Improving artefact quality management in advanced artefact management system with distributed inspection,2011,IETS
Approach to mine influential functions based on software execution sequence,2017,IETS
Improved pairwise test suites for non‐prime‐power orders,2018,IETS
Efficient approach for view materialisation in a data warehouse by prioritising data cubes,2018,IETS
MS‐guided many‐objective evolutionary optimisation for test suite minimisation,2018,IETS
Smart and safe self‐adaption of connected devices based on discrete controllers,2018,IETS
Cloud testing automation: industrial needs and ElasTest response,2020,IETS
Categorisation‐based approach for predicting the fault‐proneness of object‐oriented classes in software post‐releases,2020,IETS
Understanding requirements prioritisation: literature survey and critical evaluation,2020,IETS
Hot question prediction in Stack Overflow,2021,IETS
Software crowdsourcing task pricing based on topic model analysis,2020,IETS
Customer reviews as the measure of software quality,2020,IETS
Code review effectiveness: an empirical study on selected factors influence,2020,IETS
Mining Stack Overflow for API class recommendation using DOC2VEC and LDA,2021,IETS
Mining detailed information from the description for App functions comparison,2021,IETS
Using multi‐pattern clustering methods to improve software maintenance quality,2022,IETS
Retracted: The use of the intelligent Bayesian network method combined with blockchain technology in the optimisation of tunnel construction quality control,2023,IETS
An Observational Study on React Native (RN) Questions on Stack Overflow (SO),2023,IETS
Extending the SEMAT Kernel with the TDD practice,2017,IETS
Simulation research for telecommunication data mining based on mobile information node,2018,IETS
Discover deeper bugs with dynamic symbolic execution and coverage‐based fuzz testing,2018,IETS
QCPW: a quality centric process workflow improvement approach for a legacy healthcare information system,2019,IETS
Determining the best‐fit programmers using Bayes’theorem and artificial neural network,2020,IETS
Empirical study to assess whether the use of routes facilitates the navigability of web information systems,2011,IETS
Design tool to express failure detection protocols,2010,IETS
Alleviating information overload caused by volumes of numerical web data: the concept and development process,2011,IETS
Multidimentional size measure for design of component-based software system,2012,IETS
Improved document ranking in ontology‐based document search engine using evidential reasoning,2013,IETS
Suffix tree-based approach to detecting duplications in sequence diagrams,2011,IETS
Retracted: Software solution for text summarisation using machine learning based Bidirectional Encoder Representations from Transformers algorithm,2023,IETS
Research and Application of Firewall Log and Intrusion Detection Log Data Visualization System,2024,IETS
Generative aspect-oriented component adaptation,2008,IETS
Framework for component model selection,2011,IETS
Situation assessment model for inter‐domain routing system,2013,IETS
UML interaction model-driven runtime verification of Java programs,2011,IETS
Efficient and fair scheduler of multiple resources for MapReduce system,2016,IETS
Bayes‐TDG: effective test data generation using Bayesian belief network: toward failure‐detection effectiveness and maximum coverage,2018,IETS
On‐line tracing of XACML‐based policy coverage criteria,2018,IETS
E2SM: a security tool for adaptive cloud‐based service‐oriented applications,2018,IETS
Systematic mapping study on question answering frameworks over linked data,2018,IETS
Using health data repositories for developing clinical system software: a multi‐objective fuzzy genetic approach,2020,IETS
Software ageing process as an evolving dynamic system,2020,IETS
"Using system dynamics to teach about dependencies, correlation and systemic thinking on the software process workflows",2021,IETS
Benefits management and Information Technology work distribution,2022,IETS
An unsupervised cross project model for crashing fault residence identification,2022,IETS
Retracted: Optimization of E‐commerce platform marketing method and comment recognition model based on deep learning and intelligent blockchain,2023,IETS
Effect of requirements specification using native language on external software quality,2023,IETS
Dependable composition of transactional web services using fault‐tolerance patterns and service scheduling,2017,IETS
Counter‐example generation procedure for path‐based equivalence checkers,2018,IETS
Investigation into the effectiveness of white‐box T‐way testing,2019,IETS
Comparison of threshold identification techniques for object-oriented software metrics,2020,IETS
WSEM <sub>QT</sub> : a novel approach for quality‐based evaluation of web data sources for a data warehouse,2020,IETS
Software requirement selection using a combined multi‐objective optimisation technique,2022,IETS
Mining relevant solutions for programming tasks from search engine results,2023,IETS
Mining execution relations for crosscutting concerns,2008,IETS
Towards a software component assembly evaluation,2015,IETS
Early performance assessment in component‐based software systems,2013,IETS
QP test: a dependence test for quadratic array subscripts,2013,IETS
Formal framework for specifying dynamic reconfiguration of adaptive systems,2013,IETS
MCTest: towards an improvement of match algorithms for models,2012,IETS
Effects of incorporating special methods into cohesion measurement on class instantiation reuse‐proneness prediction,2014,IETS
Case study on software refactoring tactics,2014,IETS
Infrastructure for domain-specific aspect languages: the ReLAx case study,2009,IETS
Does software error/defect identification matter in the Italian industry?,2013,IETS
Recursive ECATNets‐based approach for formally verifying System Modelling Language activity diagrams,2015,IETS
Improving semantic compression specification in large relational database,2016,IETS
Equilibrium with predictive routeing in the online version of the Braess paradox,2017,IETS
Variance analysis of software ageing problems,2017,IETS
Multiple software product lines to configure applications of internet of things,2019,IETS
Framework to support the Data Science of smart city models for decision‐making oriented to the efficient dispatch of service petitions,2019,IETS
"CTHP: Selection for adoption of open‐source bioinformatics software based on a customised ISO 25010 quality model, three‐way decision and Delphi hierarchy process",2023,IETS
"Test‐driven development, engagement in activity, and maintainability: An empirical study",2023,IETS
Understanding personality differences in software organisations using Keirsey temperament sorter,2015,IETS
Description and reasoning for vague ontologies using logic programming,2018,IETS
Code generator framework for smart TV platforms,2018,IETS
Prioritising abstract test cases: an empirical study,2018,IETS
Composite pattern to handle variation points in software architectural design of evolving application systems,2019,IETS
SmartProvenance: User‐friendly provenance system for internet of things applications based on event flow graphs,2022,IETS
Just‐in‐time defect prediction enhanced by the joint method of line label fusion and file filtering,2023,IETS
Detecting Floating‐Point Expression Errors Based Improved PSO Algorithm,2023,IETS
Understanding Work Rhythms in Software Development and Their Effects on Technical Performance,2024,IETS
Comparative analysis of variability modelling approaches in component models,2018,IETS
Probabilistic analysis of QoS‐aware service composition with explicit environment models,2019,IETS
Checklist‐based techniques with gamification and traditional approaches for inspection of interaction models,2020,IETS
An in‐depth study of the effects of methods on the dataset selection of public development projects,2021,IETS
Guest Editorial: Gamification and Persuasive Games for Software Engineering,2019,IETS
Mutation‐inspired symbolic execution for software testing,2022,IETS
Retracted: Investigating the interactive audio‐visual course mode for college English using virtual reality and artificial intelligence,2023,IETS
Retracted: Intelligent design of rural residential environment guided by blockchain under the concept of green low carbon,2023,IETS
Gravitational search algorithm‐extreme learning machine for COVID’9 active cases forecasting,2023,IETS
Structuring meaningful bug‐fixing patches to fix software defect,2023,IETS
Analysis of Emotional Deconstruction and the Role of Emotional Value for Learners in Animation Works Based on Digital Multimedia Technology,2023,IETS
VdaBSC: A Novel Vulnerability Detection Approach for Blockchain Smart Contract by Dynamic Analysis,2023,IETS
Balanced Adversarial Tight Matching for Cross‐Project Defect Prediction,2024,IETS
Interaction laws for dependability explicit computing in open multi-agent systems,2009,IETS
Dealing with information quality in software package selection: an empirically based approach,2014,IETS
Dynamic aspect mining,2009,IETS
European Systems and Software Process Improvement and Innovation (EuroSPI),2012,IETS
Heuristic optimisation algorithm for Java dynamic compilation,2012,IETS
Software evolvability,2008,IETS
Usefulness of acceptance testing information for component-based system maintenance,2012,IETS
Concurrent usability evaluation and design of software component: a digraph and matrix approach,2011,IETS
Making aspect-orientation accessible through syntax-based language composition,2009,IETS
Software online bug detection: applying a new kernel method,2012,IETS
Two‐stage tamper response in tamper‐resistant software,2016,IETS
Power‐efficient real‐time scheduling based on multi‐granularity resource reservation for multimedia services,2017,IETS
Search‐based software engineering for constructing covering arrays,2018,IETS
Generating contextual help for user interfaces from software requirements,2018,IETS
Search‐based software engineering for optimising usability of user interfaces within model transformations,2019,IETS
Requirements elicitation for secure and interoperable cross‐border health data exchange: the KONFIDO study,2019,IETS
Why use case specifications are hard to use in generating prototypes?,2019,IETS
Investigating the information value of different sources of evidence of developers’expertise for bug assignment in open‐source projects,2020,IETS
FindCmd: A personalised command retrieval tool,2021,IETS
Retracted: A conceptual framework for crowdsourcing requirements engineering in SCRUM‐based environment,2022,IETS
Natural language in software engineering,2008,IETS
Domain specific aspect languages,2009,IETS
Mathematical basis for the chaining of lossy interface adapters,2010,IETS
Retracted: Track and field competition data collection using a vision sensor system and machine learning,2023,IETS
An Observational Study on Flask Web Framework Questions on Stack Overflow (SO),2024,IETS
The Ï measure,2008,IETS
Software structure evolution and relation to subgraph defectiveness,2018,IETS
Measuring nesting,2022,IETS
Profession‐centric measures and indicators for occupational stress: An empirical study with novice software developers in Mexico,2022,IETS
Retracted: Self‐attention Bi‐RNN for developer emotion recognition based on EEG,2022,IETS
DOOSRA—Distributed Object‐Oriented Software Restructuring Approach using DIM‐K‐means and MAD‐based ENRNN classifier,2022,IETS
A memetic algorithm for high‐strength covering array generation,2023,IETS
A Meta‐Model Architecture and Elimination Method for Uncertainty Modeling,2024,IETS
Exploiting DBSCAN and Combination Strategy to Prioritize the Test Suite in Regression Testing,2024,IETS
Accounting Management and Optimizing Production Based on Distributed Semantic Recognition,2024,IETS
Segmented Frequency‐Domain Correlation Prediction Model for Long‐Term Time Series Forecasting Using Transformer,2024,IETS
IAPCP: An Effective Cross‐Project Defect Prediction Model via Intra‐Domain Alignment and Programming‐Based Distribution Adaptation,2024,IETS
IC‐GraF: An Improved Clustering with Graph‐Embedding‐Based Features for Software Defect Prediction,2024,IETS
ConCPDP: A Cross‐Project Defect Prediction Method Integrating Contrastive Pretraining and Category Boundary Adjustment,2024,IETS
On the interplay of .NET and contemporary software engineering techniques,2007,IETS
"Management of Global Software Development: opportunities, challenges and lessons learned",2012,IETS
Automating deployment planning with an aspect weaver,2009,IETS
Dependability approach for evaluating software development risks,2015,IETS
Automated compositional verification,2010,IETS
Aspect-oriented weaving and the .NET common language runtime,2007,IETS
Supporting the adaptation of open‐source database applications through extracting data lifecycles,2013,IETS
Exploration of the effects of soft errors from dynamic software behaviours,2012,IETS
Dual‐expansion indexing for moving objects,2013,IETS
Specification and Verification of Component-based Systems (SAVCBS),2008,IETS
Efficient top- <i>k</i> algorithm for eXtensible Markup Language keyword search,2012,IETS
Symptom matching for event streams,2012,IETS
Synthesising certificates in networks of timed automata,2010,IETS
Automatic trust calculation for service‐oriented systems,2013,IETS
Complete distributed garbage collection using DGC-consistent cuts and .NET AOP-support,2007,IETS
Assisted surface redesign by perturbing its point cloud representation,2018,IETS
Process diversity in software development: an industrial study,2018,IETS
MBT in agile/lightweight processes: a process‐centred review,2019,IETS
Evolution of quality assessment in SPL: a systematic mapping,2020,IETS
Systematic literature review on software architecture of educational websites,2021,IETS
MeidyaCoM‐policy: Approach for modelling and checking repair policies for self‐healing systems,2021,IETS
Software engineering and 12 prominent sub‐areas: Comprehensive bibliometric assessment on 13 years (2007’019),2021,IETS
Malware recognition approach based on self‐similarity and an improved clustering algorithm,2022,IETS
Retracted: Neural network economic forecast method based on genetic algorithm,2023,IETS
Retracted: Research on intelligent elevation control method of shearer drum based on deep learning,2023,IETS
Retracted: Data exploration of college students' humanistic literacy in the internet age under the big data environment,2023,IETS
Constructing meaningful code changes via graph transformer,2023,IETS
Modeling Chandy–Lamport Distributed Snapshot Algorithm Using Colored Petri Net,2024,IETS
Survey of communication and awareness as the most relevant socio‐technical aspects of requirements‐driven collaboration among software development teams,2017,IETS
Proposed framework for planning software releases using fuzzy rule‐based system,2019,IETS
Aspect-oriented Prolog in a language processing context,2008,IETS
Detecting and resolving email feature interactions through constraints,2011,IETS
Errata,2014,IETS
Social semantic web support for software development,2010,IETS
Performance of locality-aware topologies for peer-to-peer live streaming,2009,IETS
Selected papers from SBES '07,2009,IETS
Automation of Software Test (AST '09),2011,IETS
Evaluation and Assessment in Software Engineering (EASE 2008),2009,IETS
Formalisation and verification of programmable logic controllers timers in Coq,2011,IETS
Language-based access control approach for component-based software applications,2007,IETS
Guest Editorial,2013,IETS
From intentions to code: exploring the life of user goals in two web-based systems,2012,IETS
Computation of alias sets from shape graphs for comparison of shape analysis precision,2013,IETS
Software language engineering,2008,IETS
Analysing the quality of object‐oriented models from novice modellers,2013,IETS
Transient calculations on process algebra derived Markov chains,2009,IETS
Light‐weight resource leak testing based on finalisers,2013,IETS
Standards compliance testing for unified modelling language tools,2011,IETS
Editorial,2013,IETS
Intention preservation in deterministic multithreading: a partial solution,2016,IETS
Applying selective mutation strategies to the AsmetaL language,2017,IETS
Guest Editorial: Advances in Knowledge and Information Software Management,2017,IETS
To what extent can prescriptions be meaningfully exchanged between primary care terminologies? A case study of four western European classification systems,2017,IETS
Systematic adaptation of dynamically generated source code via domain‐specific examples,2017,IETS
Empirical study of the evaluation of perspectives to knowledge capitalisation in Brazilian software industry,2017,IETS
Analysing change profiles of open source software projects using burst detection,2017,IETS
COEUS 2.0: automated platform to integrate and publish biomedical data as nanopublications,2017,IETS
Live interactive queries to a software application's memory profile,2018,IETS
Guest Editorial: Software Architecturefor the Web of Things (SAWoT),2018,IETS
"Guest Editorial: Adaptive and Reconfigurable Service‐Oriented, Cloud and Virtualised Architectures",2019,IETS
Tool support for managing repetitive program changes in evolving software,2019,IETS
APIUaaS: a reference architecture for facilitating API usage from a data analytics perspective,2019,IETS
Overlap‐aware rapid type analysis for constructing one‐to‐one matched call graphs in regression test selection,2020,IETS
Organising the knowledge from stack overflow about location‐sensing of Android applications,2020,IETS
Multi‐view city‐based approach for code‐smell evolution visualisation,2020,IETS
Retrieving and mining professional experience of software practice from grey literature: an exploratory review,2020,IETS
VP_TT: A value propagation based equivalence checker for testability transformations,2021,IETS
Changes in artefact‐centric business process instances and their correctness prediction,2020,IETS
Guest Editorial: Knowledge Discovery for Software Development (KDSD),2020,IETS
Emerging and multidisciplinary approaches to software engineering,2021,IETS
Prioritising test scripts for the testing of memory bloat in web applications,2022,IETS
Guest Editorial: Security and Privacy in Cloud‐based Systems,2019,IETS
Guest Editorial: Software Engineering Applications to Solve Organisations Issues,2020,IETS
Guest Editorial: Search‐Based Software Engineering,2018,IETS
A new index‐based hyper‐heuristic algorithm for global optimisation problems,2022,IETS
Concurrent software fine‐coarse‐grained automatic modelling by Coloured Petri Nets for model checking,2022,IETS
Retracted: Anomaly detection with ensemble empirical mode decomposition and approximate entropy for quick user datagram protocol internet connection‐based distributed Blockchain systems,2023,IETS
Retracted: Smart optimal path with blockchain modelling in internet of things using enhanced K‐means clustering and advance encryption standard,2023,IETS
Robust Malware identification via deep temporal convolutional network with symmetric cross entropy learning,2023,IETS
Guest Editorial: Machine learning applied to quality and security in software systems,2023,IETS
Unveiling the Dynamics of Extrinsic Motivations in Shaping Future Experts’Contributions to Developer Q&amp;A Communities,2024,IETS
Design and Efficacy of a Data Lake Architecture for Multimodal Emotion Feature Extraction in Social Media,2024,IETS
An Expository Examination of Temporally Evolving Graph‐Based Approaches for the Visual Investigation of Autonomous Driving,2024,IETS
An Empirical Study on Downstream Dependency Package Groups in Software Packaging Ecosystems,2024,IETS
Software Defect Prediction Method Based on Clustering Ensemble Learning,2024,IETS
Code Parameter Summarization Based on Transformer and Fusion Strategy,2024,IETS
Performance engineering,2009,IETS
Systematic literature reviews in software engineering ’A systematic literature review,2008,IST
Empirical studies of agile software development: A systematic review,2008,IST
Guidelines for conducting systematic mapping studies in software engineering: An update,2015,IST
Systematic literature reviews in software engineering ’A tertiary study,2010,IST
A systematic review of systematic review process research in software engineering,2013,IST
Does the technology acceptance model predict actual use? A systematic literature review,2009,IST
Guidelines for including grey literature and conducting multivocal literature reviews in software engineering,2018,IST
The maturity of maturity model research: A systematic mapping study,2012,IST
Seven process modeling guidelines (7PMG),2009,IST
Using mapping studies as the basis for further research ’A participant-observer case study,2010,IST
Semantics and analysis of business process models in BPMN,2008,IST
Identifying relevant studies in software engineering,2010,IST
Software fault prediction metrics: A systematic literature review,2013,IST
Systematic literature review of machine learning based software development effort estimation models,2011,IST
A teamwork model for understanding an agile team: A case study of a Scrum project,2009,IST
Motivation in Software Engineering: A systematic literature review,2007,IST
Usability evaluation methods for the web: A systematic mapping study,2011,IST
Semantic clustering: Identifying topics in source code,2007,IST
Transfer learning for cross-company software defect prediction,2011,IST
A systematic review of search-based testing for non-functional system properties,2009,IST
A systematic literature review of software requirements prioritization research,2014,IST
Software development in startup companies: A systematic mapping study,2014,IST
Software clone detection: A systematic review,2013,IST
